Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Language,Rights,Archive,Archive Location,Notes,Manual Tags
Q2DC3XUP,journalArticle,2022,"Jones, Willis A.",Can NCAA Policy Effect Student Costs? Evidence from the 2015 Adoption of Student-Athlete Cost of Attendance Stipends,Journal of Higher Education,0022-1546,,https://research.ebsco.com/linkprocessor/plink?id=3e3c2fb9-aaaa-36a0-8ed7-c44df667800d,"In 2015, 65 universities in National Collegiate Athletic Association (NCAA) Division I autonomous conferences changed their scholarship policy by allowing universities to give student-athletes cost of attendance stipends. While student-athletes welcomed this policy change, many people within the higher education community felt the policy change would lead to higher costs for the general student body. This paper provides the results of a difference-in-differences estimation designed to examine if the 2015 NCAA student-athlete scholarship policy change correlated with higher university-published estimated cost of attendance. The findings show a positive, statistically significant relationship between the policy change and estimated student cost of attendance.",2022,9/29/25 19:27,56-79,1,93,,,,,,,College Athletics; Compensation (Remuneration); Educational Change; Educational Policy; Paying for College; Scholarships; Student Athletes; Student Costs
UTR3MVAB,journalArticle,2021,"Stambulova, Natalia B.; Ryba, Tatiana V.; Henriksen, Kristoffer",Career development and transitions of athletes: the International Society of Sport Psychology Position Stand Revisited,International Journal of Sport and Exercise Psychology,1557251X,10.1080/1612197X.2020.1737836,,"This paper is a comprehensive update of the International Society of Sport Psychology (ISSP) Position Stand on career development and transitions of athletes issued a decade ago (Stambulova, Alfermann, Statler, & Côté, 2009, ISSP Position Stand: Career development and transitions of athletes. International Journal of Sport and Exercise Psychology, 7, 395–412.). A need for updating the 2009 Position Stand has grown out of the increasing inconsistency between its popularity and high citation, on the one hand, and its dated content that inadequately reflects the current status of athlete career research and assistance, on the other. During the last decade, sport psychology career scholars worked on structuring the athlete career knowledge and consolidating it into the athlete career (sport psychology) discourse (ACD). The aims of this paper are to: (1) update the decade-long evolution and describe the current structure of the ACD, (2) introduce recent trends in career development and transition research, (3) discuss emerging trends in career assistance, and (4) summarise in a set of postulates the current status and future challenges of the ACD.",2021,9/29/25 19:27,524-550,4,19,,,,,,,athlete career discourse; Athletic career; career assistance; cultural praxis of athletes’ careers; life career
PJK96QY5,book,2021,"Braun, Virginia; Clarke, Victoria",Thematic Analysis: A Practical Guide,,,,,,2021,9/29/25 19:27,,,,,,,,,,
7F7Y46JD,book,2021,"Algozzine, Bob; Hancock, Dawson; Lim, Jae Hoon",Doing Case Study Research: A Practical Guide for Beginning Researchers,,,,,,2021,9/29/25 19:27,,,,,,,,,,
DMVMAS52,journalArticle,2011,Hariri York O'Connor Parsley McCarthy,Career plans of current orthopaedic residents with a focus on sex-based and generational differences.,The Journal of bone and joint surgery. American volume,,10.2106/JBJS.J.00489,,"An orthopaedic workforce shortage has been projected. The purpose of this study is to analyze the supply side of this shortage by ascertaining the career plans of current orthopaedic residents, comparing these plans with the career patterns of practicing orthopaedists, and identifying career-plan differences according to sex.",2011,9/29/25 20:24,,,,The Journal of bone and joint surgery. American volume,,,,,<p>Source: Athlete Financial Behavior PubMed</p>; <p>Source: Athlete Financial Behavior PubMed</p>,
8ICUG57A,book,2021,"Guest, Greg; Namey, Emily; Mitchell, Marilyn",Collecting qualitative data: A field manual for applied research,,,,,,2021,9/29/25 19:27,,,,,,,,,,
ZYA3JEG4,book,2021,"Saldaña, Johnny",The coding manual for qualitative researchers,,,,,,2021,9/29/25 19:27,,,,,,,,,,
YB7J9RM3,thesis,2021,"Ferrell, Sidney",PROFESSIONAL ATHLETES GOING BROKE: PERSPECTIVES FROM FINANCIAL ADVISORS,,,,,,2021,9/29/25 19:27,,,,,,,,,,
6PVBA3CE,book,2021,"Thaler, Richard H.; Sunstein, Cass R.",Nudge: The final edition,,,,,,8/3/21,9/29/25 19:28,,,,,,,,,,
CJHVC2JT,book,2021,"Ravitch, Sharon M.; Carl, Nicole Mittenfelner","Qualitative Research: Bridging the Conceptual, Theoretical, and Methodological",,,,,,2021,9/29/25 19:28,,,,,,,,,,
927Q8MQM,book,2021,"Bell, L.A.",Storytelling for social justice: Connecting narrative and the arts in antiracist teaching,,,,,,2021,9/29/25 19:28,,,,,,,,,,
K3Y3DLTG,book,2021,"Maxwell, J.A.",Qualitative research design: An interactive approach,,,,,,2021,9/29/25 19:28,,,,,,,,,,
N28TIPBY,journalArticle,2024,"Collins, Charles R.; Walsh, Camille","Colorblind racial ideology as an alibi for inaction: Examining the relationship among colorblind racial ideology, awareness of White privilege, and antiracist practices among White people.",Journal of Social Issues,,10.1111/josi.12595,https://research.ebsco.com/linkprocessor/plink?id=cea17b03-4167-3c04-a90a-0bb6ee297ec0,"This study examines the relationship among White antiracism, colorblind racial ideology (CBRI), and White privilege awareness. We use Critical Race Theory (CRT) to frame the historical context of racism in the U.S. and the emergence of racist ideologies. We examine the extent to which White privilege awareness mediates the relationship between CBRI and antiracist practices among White people. We found that (1) participants' antiracist practices were increased the more they rejected power‐evasive forms of CBRI, (2) people who were more aware of their White privilege were also more driven toward antiracist practices, and (3) respondents' awareness of their White privilege was enhanced as they rejected power evasive forms of CBRI. We also found that White people were more likely to participate in antiracist practices when they rejected power evasion CBRI partly because rejecting CBRI enhanced their awareness of White privilege. Our results suggest that the fight against racism requires White people to acknowledge and dismantle the privileges that come with being a member of a dominant group. We contend that CRT is a powerful framework for psychology because it helps resolve the problem of understanding how structural phenomena become ideologies that shape the way people believe and behave.",2024,9/29/25 19:28,,2,80,Journal of Social Issues,,,,,,Anti-racism; Critical race theory; Postracialism; Race relations; Social justice; White people; White privilege
96TJ2TQ3,journalArticle,2023,"Russell, John Clyde","Comforting and Sustaining Whiteness in the 'Post-Racial' Era: The Help, Collective Nostalgia, and White Ignorance.",Southern Communication Journal,,10.1080/1041794X.2022.2121003,https://research.ebsco.com/linkprocessor/plink?id=0496edba-e929-3543-8459-434027dfeb8a,"By the spring of 2022 there were nearly 200 bills making their way through 40 state legislatures that explicitly prevented public schools from teaching ""divisive subjects"" that could make some students feel ""discomfort."" Nearly all included language that banned supposed concepts of critical race theory (CRT) or the 1619 Project. The attacks on and misrepresentations of CRT illustrate whiteness's preferred memory of U.S. history as a rhetorical vehicle for sustaining political, economic, and social power. I offer here an argument for what a preferred memory looks like, how it is constructed, and why. I suggest that popular American movies have overwhelmingly created discourses of race that comfort and sustain whiteness. I use the 2011 film, The Help to show how narratives comfort whiteness and define racism through collective nostalgia and intentional ignorance. I then identify several key strategies whiteness employs to ""insulate itself against refutation"" while reaffirming racism as strictly an interpersonal phenomenon.",2023,9/29/25 19:28,,4,88,Southern Communication Journal,,,,,,"Collective memory; Critical race theory; Help, The (Film); Nostalgia; Power (Social sciences); Racial identity of white people; Racism"
VFRC5QS5,journalArticle,2024,"Adams, Glenn; Omar, Syed Muhammad",Confronting Racism‐evasive Ignorance in Standard Pedagogy of Hegemonic Social Psychology.,Journal of Social Issues,,10.1111/josi.12618,https://research.ebsco.com/linkprocessor/plink?id=006adac2-e5ea-33c2-82d6-df9b592206df,"A core tenet of Critical Race Theory (CRT) is an understanding of systemic racism as a defining and constitutive feature of the Eurocentric modern order. In contrast to this foundational insight, discussions in hegemonic social psychology tend to approach racism in a manner—specifically, as prejudice and individual bias—that abstracts the topic from social and historical context. We consider this proposition via an analysis of standard textbooks for undergraduate courses in social psychology. Our review reveals that standard textbooks do not include racism, per se, as a topic of investigation; instead, they tend to consider racism‐relevant topics as specific cases of supposedly more basic (and therefore more general) processes of cognition or affect. We conclude the article by drawing on textbooks from South African settings and perspectives of decolonial theory (i.e., examples of social psychologies Other‐wise) as resources to re‐think hegemonic social psychology in directions that resonate more clearly with a CRT emphasis on the systematicity of racism.",2024,9/29/25 19:28,,2,80,Journal of Social Issues,,,,,,Critical race theory; Eurocentrism; Institutional racism; Other printing; Race discrimination; Racism; Social psychology; Textbooks
C9C3RE8C,journalArticle,2021,"Asafo, Dylan",CONFRONTING THE LIES THAT PROTECT RACIST HATE SPEECH: Towards Honest Hate Speech Laws in New Zealand and the United States.,UCLA Pacific Basin Law Journal,,10.5070/P838153630,https://research.ebsco.com/linkprocessor/plink?id=6a69772a-3fe7-378e-8fde-cd2f44a139ad,"This Article provides a comparative critique of hate speech jurisprudence in New Zealand and the United States by building on insights from Critical Race Theory (CRT) scholars. My main argument is that neither of these liberal democracies protect the right to freedom of expression/speech as they claim, but in fact dishonestly protect a right to ""freedom of expression of racism"" or ""freedom of racist speech."" They do this by telling lies that inflate the value of free expression/speech and diminish and dismiss the harms that hate speech inflicts on marginalized groups. To move towards honest hate speech laws in both jurisdictions, I propose a communications strategy that seeks to reframe hate speech from a free speech issue to a public health issue. This is in order to push for reforms that will enable the courts to better protect people of color from the physical, mental, psychological or spiritual harms of racist hate speech.",2021,9/29/25 19:28,,1,38,UCLA Pacific Basin Law Journal,,,,,,Critical race theory; Freedom of expression; Hate speech; New Zealand; Racism; United States
XW3YXC88,journalArticle,2016,"Xiao, Jing Jian; O'Neill, Barbara",Consumer financial education and financial capability,International Journal of Consumer Studies,14706431,10.1111/ijcs.12285,,"The purpose of this study was to explore potential effects of financial education on the financial capability of American consumers. Data from the 2012 National Financial Capability Study were used to test the hypothesis that financial education is positively associated with financial capability. Four financial literacy and behaviour variables were used to form a financial capability index. Multivariate linear regression results showed that, after controlling for demographic and financial variables, respondents who ever received financial education had higher scores in all financial capability indicators (objective financial literacy, subjective financial literacy, desirable financial behaviour, perceived financial capability and the financial capability index). In addition, high school, college and workplace financial education variables showed positive associations with these financial capability indicators. Additional state comparison analyses provided evidence suggesting high school financial education may have direct impacts and spillover effects on consumer financial capability.",11/1/16,9/29/25 19:27,712-721,6,40,,,,,,,Financial behaviour; financial capability; financial education; financial literacy; U. S. National Financial Capability Study
5D5378R5,journalArticle,2020,"Fumarco, L. and Rossi, G. and Simmons, R.",Contract length and player performance in European football,Journal of Sports Economics,,10.1177/1527002520924069,,,2020,9/29/25 19:28,553-580,6,21,Journal of Sports Economics,,,,,,ABDC; Behavioral Economics; Finance/Contracts; Systems Thinking
4JWPQ8EI,journalArticle,2024,"Atkinson, LaKela",Counterstory: An Ongoing Need.,Composition Studies,,,https://research.ebsco.com/linkprocessor/plink?id=737cfdc8-158b-3358-9b33-bf674471b5fb,"The article offers information on the ongoing relevance and necessity of counterstory in addressing racial issues and perceptions. Topics include the role of storytelling in critical race theory (CRT) to challenge dominant narratives, the contributions of CRT scholars like Derrick Bell and Kimberle Crenshaw, and the importance of counterstory methodology in empowering marginalized voices and disrupting mainstream narratives.",2024,9/29/25 19:28,,1,52,Composition Studies,,,,,,"Crenshaw, Kimberlé Williams, 1959-; Critical race theory; Critical theory; Narratives; Racial differences"
GV8EVRI4,journalArticle,2023,"Teacher, Radical",Counterstory: The Rhetoric and Writing of Critical Race Theory.,Radical Teacher,,10.5195/rt.2023.1207,https://research.ebsco.com/linkprocessor/plink?id=f1666b27-fc2c-31f1-bff3-5b57d11553cf,"The article introduces ja Martinez's book, ""Counterstory: The Rhetoric and Writing of Critical Race Theory,"" emphasizing its significance for radical teachers across various institutions. Martinez's exploration of counterstory as both a methodology and a tool rooted in critical race theory challenges traditional white-dominant rhetorical practices, drawing inspiration from CRT exemplars like Richard Delgado, Derrick Bell, and Patricia Williams.",2023,9/29/25 19:28,,127,,Radical Teacher,,,,,,Critical race theory; Intersectionality; Rhetoric
W3379RAY,journalArticle,2021,"Jackson, T. E. and Smith, S. E. and Varga, M.",Critical policy analysis of NIL restrictions,Journal of Education Finance,,,,,2021,9/29/25 19:28,25-47,1,47,Journal of Education Finance,,,,,,ABDC; CRT; Finance/NIL; Systems Thinking
R7J6WPFL,journalArticle,2023,"Tompkins, Cynthia Elaine",Critical Race Theory (CRT) in the Legal Academy: Derrick Bell's Seminal Law Review Articles and Critical Race Theorists Scholarship; CRT Opponents Conflicting Views and Potential Consequences of Critics' Cancellation Strategy.,Mercer Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=8adf38b4-11e6-39b9-9150-aa93ec65585b,,2023,9/29/25 19:28,,3,74,Mercer Law Review,,,,,,"Civil rights; Colleges, Universities, and Professional Schools; Critical race theory; Grantmaking Foundations; Law schools; Lawyers; Offices of Lawyers; Scholarships"
RWNPFZFM,journalArticle,2024,"Deshpande, Pia; Blatte, Scott; Margalit, Yonatan; Lezama, Carolina Olea; Schaffner, Brian F.; Shivakumar, Aadhya; Wingens, David",Critical Race Theory and Asymmetric Mobilization.,Political Behavior,,10.1007/s11109-023-09889-4,https://research.ebsco.com/linkprocessor/plink?id=6d022a63-8225-3d97-aefb-e972ca188b7c,"Teaching Critical Race Theory (CRT) in schools quickly became a salient issue nationally and in local elections despite CRT's origins as an academic theory. In this paper, we argue that elite asymmetries regarding the importance of CRT spillover to the electorate. We show that Republican legislators and conservative media's use of the term ""critical race theory"" dwarfed that of Democratic legislators and liberal media, respectively. A spike in general interest in the term happened concurrently with this elite push. We then hypothesize that in part due to this asymmetry in exposure to the term ""critical race theory"" itself in elite messaging, CRT policy may have an asymmetric effect on political mobilization, favoring Republicans, who tend to oppose the teaching of CRT in schools. To test this hypothesis, we conduct a survey experiment and find that Republicans presented with a pro-CRT policy change are politically mobilized, while Democrats presented with an anti-CRT policy change are not. In particular, Republicans exposed to the pro-CRT policy reported a higher likelihood of voting, encouraging others to vote, and contacting their local politicians. Thus, the case of CRT helps to illustrate the conditions under which issues can asymmetrically mobilize citizens.",2024,9/29/25 19:28,,3,46,Political Behavior,,,,,,Activism; Critical race theory; Local elections; Local government; Partisanship
ZFVT3PKG,journalArticle,2022,,Critical Race Theory and Black Marxism: Implications for Higher Education.,Educational Theory,,10.1111/edth.12527,https://research.ebsco.com/linkprocessor/plink?id=ec0ddbfb-7f5a-3697-b64a-7e8d91484391,"In this paper, Matthew Cowley advances a theoretical approach toward higher education drawn from critical race theory (CRT) and Black Marxism. After an overview of CRT and Black Marxism, Cowley builds a working understanding of two recent (re)conceptualizations of race and class analysis that draw from both: (1) economies of racism and (2) critical raceclass theory of education. Subsequently, he connects two assumptions of CRT and Black Marxism — whiteness as property and racial capitalism — to expound on an original hypothesis, relate it to relevant issues in higher education, and evaluate it by deploying the economies of racism theoretical approach.",2022,9/29/25 19:28,,2,72,Educational Theory,,,,,,Critical race theory; Critical theory; Education theory; Higher education; Marxist philosophy; Racism
2H6HV5S4,journalArticle,2024,"GONZALES ROSE, JASMINE B.",CRITICAL RACE THEORY AS LEGAL EPISTEMIC JUSTICE.,Boston University Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=58d1186c-0e00-3007-8f78-40788f9aab4a,"The article focuses on the role of Critical Race Theory (CRT) in advancing legal epistemic justice amid growing resistance and censorship efforts. Topics include an overview of CRT's purpose and interdisciplinary approach, recent legal and political attacks on CRT that seek to limit discussions on race, and the broader implications of silencing CRT on legal and educational frameworks.",2024,9/29/25 19:28,,5,104,Boston University Law Review,,,,,,Censorship; Critical race theory; Epistemic logic; Interdisciplinary approach to knowledge; Legal justification
3HKGMCYW,journalArticle,2021,"Achiume, E. Tendayi; Carbado, Devon W.",Critical Race Theory Meets Third World Approaches to International Law.,UCLA Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=61d6075d-82ac-3a87-974b-821ea4847b50,"By and large, Critical Race Theory (CRT) and Third World Approaches to International Law (TWAIL) exist in separate epistemic universes. This Article argues that the borders between these two fields are unwarranted. Specifically, the Article articulates six parallel ways in which CRT and TWAIL have exposed and challenged the racial dimensions of United States law and international law, respectively. It foregrounds the related ways in which both CRT scholars andTWAIL scholars have: contested the legalization of white supremacy; marked and problematized the degree to which regimes of inclusion can operate as mechanisms of exclusion; staged important if non-identical critiques of colorblindness; engaged and repudiated neoliberal, racialized claims about the social responsibility and agency of Black people and African nations; confronted perceptions that both literatures exist outside the boundaries of the presumptively neutral scholarly conventions of constitutional law and international law, engendering either criticism or willful dis-attention or non-engagement by mainstream scholars in both fields; and remained invested in reconstruction and transformation of and within law, seeking to maximize law's emancipatory potential for racial justice and substantive equality, while remaining clear-eyed about the limits and costs of such engagements and the need to effectuate change in other arenas, such as social movements.",2021,9/29/25 19:28,,6,67,UCLA Law Review,,,,,,Critical race theory; International law; Postracialism; Social responsibility; United States; White supremacy
GJUNZVBN,journalArticle,2023,"CARTER, KATHERINE DALE",CRITICAL RACE THEORY: ACADEMIC CONCEPT OR POLITICAL PAWN.,Southern California Interdisciplinary Law Journal,,,https://research.ebsco.com/linkprocessor/plink?id=aee4ff9e-1af8-373d-aaa3-7b87a705043b,"The article focuses on the politicization of critical race theory (CRT) and its misrepresentation as opposition to diversity and anti-bias training, exacerbated by social media. Topics include the origins of CRT as a scholarly framework for analyzing systemic racism, its transformation into a divisive political issue post-2020, and strategies proposed to combat misinformation about CRT on digital platforms.",2023,9/29/25 19:28,,2,33,Southern California Interdisciplinary Law Journal,,,,,,Critical race theory; Critical theory; Institutional racism; Organizational sociology; Social media
45CE9QPC,journalArticle,2022,"Naicker, Ramona",Critically appraising for antiracism.,Education for Information,,10.3233/EFI-220052,https://research.ebsco.com/linkprocessor/plink?id=c1c25cb7-217d-3e4b-822f-1c3d4820dc6f,"Racial bias in research impacts a study's relevancy, validity and reliability, though presently this aspect is not addressed in critical appraisal tools, and consequently appraisers may not take racial bias into account when assessing a paper's quality. Drawing on critical race theory (CRT) tenets that racism is ubiquitous and race a social construct, this paper discusses concerns regarding racism in research which have been broadly divided into two categories for critical appraisers to consider: the underrepresentation of minoritised ethnic groups in health studies, especially where minoritised populations see higher rates of disease occurrence and; the utilisation of racial/ethnicity data to interpret disparities in outcomes, including speculation of biological race, the misinterpretation of genetic ancestry as race, and the lack of investigation into social determinants of health, including systemic, institutional and interpersonal forms of racism. The injustices exposed in this paper impact the health of minoritised ethnic groups and are therefore a Black Lives Matter issue. They risk resurrecting dangerous theories regarding biological inferiority among minoritised ethnic populations, as well as hindering study findings. The application of CRT frameworks in health science research quality appraisal is discussed in relation to the above themes – using largely UK-based contexts with supporting examples from the US – followed by recommendations for critically appraising for antiracism. Further information to support critically appraising for antiracism can be found via https://www.criticallyappraisingantiracism.org/.",2022,9/29/25 19:28,,4,38,Education for Information,,,,,,Anti-racism; Critical race theory; Ethnic groups; Social constructionism; Social determinants of health
7PNPGRIA,journalArticle,2021,"Jayakumar, Uma Mazyck; Page, Scott E.",Cultural Capital and Opportunities for Exceptionalism: Bias in University Admissions,Journal of Higher Education,0022-1546,,https://research.ebsco.com/linkprocessor/plink?id=eafcd996-1d63-3d97-afaa-42e54debca37,This study illuminates how common holistic admissions practices at so-called,2021,9/29/25 19:27,1109-1139,7,92,,,,,,,Advantaged; College Admission; College Applicants; College Athletics; Cultural Capital; Equal Education; Extracurricular Activities; High School Students; Higher Education; Selective Admission; Socioeconomic Status; Standardized Tests
6JVRPI42,journalArticle,2021,"Oshiro, Kristi F.; Weems, Anthony J.; Singer, John N.",Cyber Racism Toward Black Athletes: A Critical Race Analysis of TexAgs.com Online Brand Community.,Communication & Sport,21674795,,https://research.ebsco.com/linkprocessor/plink?id=b383a929-3262-358b-97a2-6650e2b8e6d9,"While athletes in the 21st century have strategically leveraged technology and social media to disseminate their powerful truths (e.g., narratives) and to use as tools for organization, empowerment, and the disruption of hegemonic norms, sports fans have also found refuge on the internet and in cyberspace—namely, within online brand communities (OBCs). In this study, we draw from critical race theory (CRT) to interrogate cyber racism against Black male athletes in the http://TexAgs.com OBC. The primary purpose of this study was to conduct an exploratory collective case study of fan-generated discourse about Michael Bennett, Mike Evans, Myles Garrett, and Von Miller. Content analysis was used to examine and uncover the racially charged language directed toward these athletes. Three salient, interrelated themes were (1) good Aggie versus bad Aggie dichotomy, (2) dumb/misguided, and (3) thug. In line with the counter-narrative/storytelling tenet of CRT, we present Michael Bennett's (2018",2021,9/29/25 19:27,911-933,6,9,,,,,,,BLACK athletes; BRANDING (Marketing); CYBERTERRORISM; RACISM
ATMX2TAA,report,2021,NCAA,"Interim name, image, and likeness (NIL) policy",,,,,,2021,9/29/25 19:28,,,,,,,,,,Finance/NIL; Governance; Systems Thinking
3JXSJERK,report,2021,Deloitte,Fair game: Athlete wealth management in the age of NIL,,,,,,2021,9/29/25 19:28,,,,,,,,,,Decision Intelligence; Finance/Wealth; Industry; Systems Thinking
233YG39M,journalArticle,2023,"Dietz, P. and Griffiths, P.","Decision intelligence: Creating better organizations with data, people, and processes",MIT Sloan Management Review,,,,,2023,9/29/25 19:28,22-31,3,64,MIT Sloan Management Review,,,,,,ABDC; Decision Intelligence; Finance/Advisory; Systems Thinking
G88NM6I8,journalArticle,2013,"Annamma, Subini Ancy; Connor, David; Ferri, Beth",Dis/ability critical race studies (DisCrit): Theorizing at the intersections of race and dis/ability,Race Ethnicity and Education,13613324,10.1080/13613324.2012.730511,,"In this article, we combine aspects of Critical Race Theory (CRT) and Disability Studies (DS) to propose a new theoretical framework that incorporates a dual analysis of race and ability: Dis/ability Critical Race Studies, or DisCrit. We first examine some connections between the interdependent constructions of race and dis/ability in education and society in the United States and why we find it necessary to add another branch to Critical Race Theory and Disability Studies. Next, we outline the tenets of DisCrit, calling attention to its potential value as well as elucidate some tensions, cautions, and current limitations within DisCrit. Finally, we suggest ways in which DisCrit can be used in relation to moving beyond the contemporary impasse of researching race and dis/ability within education and other fields. © 2013 Copyright Taylor and Francis Group, LLC.",2013-01,9/29/25 19:28,31-Jan,1,16,,,,,,,ability; Critical Race Theory; dis/ability; Disability Studies; race
3IDBDQXZ,journalArticle,2022,"Bei, Zahra; Knowler, Helen",Disrupting unlawful exclusion from school of minoritised children and young people racialized as Black: using Critical Race Theory composite counter-storytelling.,Emotional & Behavioural Difficulties,,10.1080/13632752.2022.2146225,https://research.ebsco.com/linkprocessor/plink?id=7eb3395f-e6d2-3d86-8df1-e4471430c008,"Utilising Critical Race Theory (CRT) as the analytical lens and CRT composite counter-storytelling as the method, this paper seeks to illuminate the experiences of minoritised children and young people racialised as Black in relation to encounters with the exclusionary practice called 'off-rolling'. We conceptualise off-rolling as a hidden process of exclusion in education, and the stories shared in this paper bring into sharp focus the educational, relational and emotional impacts of camouflaged exclusionary practices. We offer four composite stories of exclusion to demonstrate how some of the most vulnerable, excluded, and marginalised young Black people from English urban cities experience further marginalisation because off-rolling, we argue, places learners in a space (both physically and educationally) located beyond care and inclusion. Storytelling is mobilised as a central method in CRT for challenging and exposing exclusionary practices, as it foregrounds the knowledge and lived experience of people of colour and we explore the processes of constructing such counter-stories. As an encouragement to reflection and critical conversation about unlawful exclusion and racial disparities, this paper was written with three goals in mind. The first is that it may inspire educators of colour to tell counter-stories that name their own reality and experiences of exclusion. Second, that in reading and responding to counter-stories, white educators will be encouraged to develop their own racial literacy. Finally, the third goal is that the call to action is answered from within and beyond the confines of academia, where inclusion and racial justice in education can no longer be left to wait.",2022,9/29/25 19:28,,3,27,Emotional & Behavioural Difficulties,,,,,,Black people; Critical race theory; Metropolitan areas; Minorities; Professional employee training; Racism; School discipline; Social justice; Storytelling; United Kingdom
MEISERAR,journalArticle,2021,Robnik Kolar Štrumbelj Ferjan,Dual Career Development Perspective: Factors Affecting Quality of Post-sport Career Transition of Employed Olympic Athletes.,Frontiers in psychology,,10.3389/fpsyg.2021.800031,,"Although Olympic athletes are celebrated for their sports achievements, they often face serious difficulties in their post-sport career employment. Factors of development that are affecting the quality of post-sport career transition of Olympic athletes are important to acknowledge in the dual career (DC) development perspective. Due to the side lining of academic activities, athletes are often not well prepared for the labor market. If they do not gain sufficient financial background in their careers, it can lead to a lack of proper economic inclusion of athletes in their post-sport career employment and further impact their lives. Career transitions of athletes have been the subject of research in different aspects of DC support (e.g., athletic, psychological, psychosocial, academic/vocational, financial), but most research is linked to the student-athlete DC perspective. Therefore, the aim of our research was to examine the impact of factors directly contributing to the quality of the post-sport career transition in Slovenian elite and Olympic athletes and the social class position and employment of these athletes after the termination of their sports career. From DC support practice, we learned that although athletes often have a proper level of education, their post-sport career transitions were not successful. To fill this gap, 168 elite athletes (M",2021,9/29/25 20:24,,,,Frontiers in psychology,,,,,<p>Source: Athlete Financial Behavior PubMed</p>; <p>Source: Athlete Financial Behavior PubMed</p>,
55B724XG,journalArticle,2024,"Martinez, Aja Y.; Maraj, Louis M.",Editor's Introduction.,College English,,10.58680/ce20248715,https://research.ebsco.com/linkprocessor/plink?id=22f5117a-2b39-39bc-aa61-ffc0ad836ae0,"The article from College English, published in September 2024, discusses the impact of COVID-19 on society and the rise of anti-Critical Race Theory legislation in the United States. Authors Aja Y. Martinez and Louis M. Maraj reflect on their experiences publishing books on Critical Race Theory amidst societal changes. The article highlights the political attacks on CRT, the mischaracterization of the theory, and the importance of storytelling in countering misinformation. The authors emphasize the need for scholars in English studies to engage in counterstory work informed by the principles of CRT to combat disinformation effectively.",2024,9/29/25 19:28,,1,87,College English,,,,,,Black Lives Matter movement; Blue Lives Matter movement; Critical race theory; Hate; Racism; Reminiscence; White House staff
ZRRDPGYH,journalArticle,2024,"Martinez, Aja Y.; Condon, Frankie",Editors' Introduction.,College English,,10.58680/ce2024872152,https://research.ebsco.com/linkprocessor/plink?id=9c0e083a-244a-3894-92f3-d6433992a0aa,"The article discusses recent legislative efforts in Texas aimed at public higher education, particularly targeting diversity, equity, and inclusion (DEI) initiatives and critical race theory (CRT). It highlights proposed bills that restrict classroom content and threaten academic freedom, echoing similar movements in other states like Florida. The article also emphasizes the role of influential figures and organizations, such as the Heritage Foundation, in promoting these legislative changes, which are seen as part of a broader ideological attack on liberal arts education. Additionally, it introduces critical race theory as a framework for understanding these developments and celebrates the contributions of scholars like Jean Stefancic and Richard Delgado in advancing CRT scholarship.",2024,9/29/25 19:28,,2,87,College English,,,,,,Academic freedom; Critical race theory; Diversity & inclusion policies; Diversity in the workplace; Equality; Government regulation; Higher education; Texas
3CHKI6PM,journalArticle,2024,"Rochmes, Jane",Educational inequality as a consequence and cause of race.,Sociological Forum,,10.1111/socf.13016,https://research.ebsco.com/linkprocessor/plink?id=4637f404-e08d-3b25-b043-954eeaa57a58,"This review starts from the premise that racial inequality has become a normalized backdrop within U.S. education, in many ways following the prevailing racial hierarchy in society. While enduring racial stratification produces numerous educational disparities, I argue that these disparities, in turn, contribute to reinforcing the symbolic meanings associated with racial categories. Put simply, racial inequality in education is both a consequence and a cause of race itself. I review these ""predictable"" patterns of racial inequality in education, distilling some of the nuances that are most frequently misunderstood and summarizing trends through recent data. Next, I examine explanations for racial inequality in education, debunking some persistent misconceptions. Then I synthesize the patterns and explanations with literature highlighting how racial inequality in education re‐constructs durable notions of racial categories and racialization. All three of these areas have produced significant scholarship, but they are seldom fully in conversation with one another. Finally, I discuss the role of race and racism in the latest politicization of schools to argue that it can be understood as a new wave in the colorblind era, with significant implications for the social construction of whiteness and the potential to stall progress toward reducing racial inequality in education.",2024,9/29/25 19:28,,3,39,Sociological Forum,,,,,,Critical race theory; Educational equalization; Racial inequality; Racism; Social impact
